VARIABLE1_LABEL,VARIABLE2_LABEL,EFFECT,EFFECT_L95,EFFECT_U95,N,P,P_ADJ,Drug1,Drug2,Drug1_N,Drug1_LCI95,Drug1_UCI95,Drug1_OR,Drug1_P,Drug1_PFDR,Drug2_N,Drug2_LCI95,Drug2_UCI95,Drug2_OR,Drug2_P,Drug2_PFDR,Interaction_Event_N,Name,Type,Magnitude
A02BC04,A06AD11,0.019375125,3.83E-20,9.79022E+15,33,0.85,1,A05AA02,A03CA02,15318,0.816153168,1.884300402,1.240111988,0.313,0.522085593,45756,0.697305519,1.221763726,0.923007361,0.575,0.624833952,0,ursodeoxycholic acid / clidinium and psycholeptics,-+ -,NORMAL
A02BD02,A06AD11,0.001151314,4.71E-22,2.81498E+15,226,0.754,1,A05AA02,A10AE04,15318,0.834870365,1.927551346,1.268564344,0.265,0.470962852,190759,1.891243163,2.277729789,2.075509791,1.81E-53,9.74E-53,0,ursodeoxycholic acid / insulin glargine,++ -,NORMAL
A03CA05,A10BA02,0.003204239,4.48E-20,2.2942E+14,269,0.7718,1,A05AA02,A07EC01,15318,0.827509729,1.910550582,1.257377904,0.2833,0.491459045,156322,0.627849704,0.880745012,0.743623221,0.000602,0.001002714,0,ursodeoxycholic acid / sulfasalazine,-+ -,NORMAL
A09AA02,A01AB09,2.275474405,0.529358169,9.781248449,487,0.269,1,A05AA02,A10AC01,15318,0.754939942,1.815501583,1.170723989,0.481,0.689927476,458569,1.245306598,1.446322318,1.342056156,1.29E-14,3.51E-14,2,ursodeoxycholic acid / insulin (human),++ +,LARGE_INCREASE
A10AB05,A10BA02,0.009381364,1.19E-36,7.42E+31,9,0.907,1,A05AA02,A02BX02,15318,0.815605342,1.883033339,1.239278843,0.315,0.52343232,16734,1.382506015,2.636726457,1.909264305,8.62E-05,0.000151139,0,ursodeoxycholic acid / sucralfate,++ -,NORMAL
A07EA06,A05AA02,0.006761997,2.47E-41,1.85E+36,7,0.9119,1,A05AA02,A01AB04,15318,0.815113954,1.881897883,1.238531883,0.3162,0.524261303,3266,1.423871091,4.928980341,2.649194711,0.0021,0.003378757,0,ursodeoxycholic acid / amphotericin B,++ -,NORMAL
A10BD03,A06AC01,0.002127925,5.03E-28,9.00E+21,126,0.832,1,A05AA02,A07EC02,15318,0.821656675,1.897024882,1.248480339,0.298,0.507291995,71045,0.922021167,1.385890094,1.130407007,0.238,0.294429442,0,ursodeoxycholic acid / mesalazine,++ -,NORMAL
A10AB04,A10AC01,0.007155704,4.60E-25,1.11E+20,21,0.85,1,A05AA02,A07AA02,15318,0.816421319,1.884918212,1.240519009,0.313,0.522085593,13145,1.81863879,3.439781328,2.501143689,1.71E-08,3.85E-08,0,ursodeoxycholic acid / nystatin,++ -,NORMAL
A07EB01,A10BB12,0.012858982,3.91E-44,4.22E+39,6,0.929,1,A05AA02,A02BD03,15318,0.814955314,1.881531573,1.23829082,0.317,0.524760282,6812,0.771077808,2.51723151,1.39319107,0.272,0.328605766,0,"ursodeoxycholic acid / lansoprazole, amoxicillin and metronidazole",++ -,NORMAL
A05AA02,A06AD11,0.000762278,2.79E-25,2.08559E+18,452,0.776,1,A05AA02,A10BA02,15318,0.848400235,1.958866388,1.289148054,0.234,0.431905871,1658920,1.086809705,1.18724686,1.135918751,1.59E-08,3.59E-08,0,ursodeoxycholic acid / metformin,++ -,NORMAL
A10AD01,A01AB09,0.008128133,1.69E-24,3.90812E+19,22,0.85,1,A05AA02,A02BC04,15318,0.816275644,1.884581757,1.240297621,0.313,0.522085593,12177,1.547383458,3.132893375,2.201769149,1.15E-05,2.15E-05,0,ursodeoxycholic acid / rabeprazole,++ -,NORMAL
A10BB12,A06AC01,0.000631426,3.22E-28,1.24E+21,352,0.796,1,A05AA02,A10BB12,15318,0.845229623,1.951503294,1.284316314,0.241,0.441925268,756692,1.302500224,1.463287476,1.380555057,1.78E-27,6.89E-27,0,ursodeoxycholic acid / glimepiride,++ -,NORMAL
A07AA09,A01AB09,0.009538997,1.08E-22,8.39604E+17,26,0.843,1,A05AA02,A01AB09,15318,0.816596041,1.885322151,1.240784673,0.312,0.521503353,19813,1.390215392,2.530521821,1.875625332,3.85E-05,6.93E-05,0,ursodeoxycholic acid / miconazole,++ -,NORMAL
A07EC03,A10BB12,0.001488922,1.97E-26,1.12E+20,146,0.809,1,A05AA02,A06AC51,15318,0.82352944,1.901350083,1.251326404,0.294,0.503223752,47769,1.309989571,1.987122189,1.613415428,6.79E-06,1.29E-05,0,"ursodeoxycholic acid / ispaghula, combinations",++ -,NORMAL
A10AC01,A02BC01,0.011306567,2.18E-61,5.85E+56,3,0.948,1,A05AA02,A02BD02,15318,0.814728154,1.881006641,1.237945503,0.317,0.524760282,1635,0.510561125,4.91921342,1.584789936,0.426,0.477885404,0,"ursodeoxycholic acid / lansoprazole, tetracycline and metronidazole",++ -,NORMAL
A05AA02,A06AC01,0.026851362,1.67E-30,4.32E+26,13,0.913,1,A05AA02,A02BD07,15318,0.81512253,1.88191804,1.238545031,0.316,0.52398134,7760,0.299582543,1.484525386,0.666886714,0.321,0.376344828,0,"ursodeoxycholic acid / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A03FA02,A10AE04,0.010610959,6.39E-22,1.76091E+17,28,0.8404,1,A05AA02,A10AD04,15318,0.816230548,1.884477643,1.240229099,0.3131,0.522226506,7701,1.015721478,2.798336472,1.685921249,0.0434,0.061548115,0,ursodeoxycholic acid / Insulin lispro ,++ -,NORMAL
A08AX01,A08AA10,0.002572915,1.18E-27,5.61E+21,129,0.835,1,A05AA02,A10BB01,15318,0.820654987,1.894719821,1.246960814,0.301,0.510599348,309487,0.839249225,1.041042432,0.934716029,0.219,0.272877541,0,ursodeoxycholic acid / glibenclamide,-+ -,NORMAL
A10BD03,A02BA02,0.001637426,2.43E-19,1.10465E+13,305,0.73,1,A05AA02,A02BA02,15318,0.833058845,1.923366647,1.265811043,0.269,0.475993444,109219,1.25504446,1.679151613,1.451692092,5.20E-07,1.04E-06,0,ursodeoxycholic acid / ranitidine,++ -,NORMAL
A05AA02,A04AA01,0.005823587,1.26E-33,2.68E+28,11,0.8864,1,A05AA02,A04AA01,15318,0.815299294,1.882326046,1.238813584,0.3157,0.52398134,2258,1.535862852,6.157675423,3.075279651,0.00152,0.002469547,0,ursodeoxycholic acid / ondansetron,++ -,NORMAL
A07EC03,A07EC02,0.774192559,0.180468606,3.321209881,866,0.731,1,A05AA02,A02BC05,15318,0.791346124,1.903102642,1.227197172,0.36,0.574781495,524626,2.039026754,2.282993345,2.157564486,9.91E-157,9.67E-156,2,ursodeoxycholic acid / esomeprazole,++ -,NORMAL
A09AA02,A02BC04,0.732790279,0.098276735,5.463974686,523,0.762,1,A05AA02,A02BC03,15318,0.811118781,1.909890682,1.244647823,0.316,0.52398134,437068,1.721513639,1.964928388,1.839198472,6.53E-73,4.34E-72,1,ursodeoxycholic acid / lansoprazole,++ -,NORMAL
A08AB01,A10AD05,0.000521767,5.34E-27,5.09819E+19,393,0.78,1,A05AA02,A06AC01,15318,0.841768397,1.943489546,1.279049679,0.249,0.450514473,216101,1.51171194,1.836304307,1.666122188,7.99E-25,2.88E-24,0,ursodeoxycholic acid / ispaghula (psylla seeds),++ -,NORMAL
A02BX02,A02BD03,0.001293919,2.88E-25,5.80558E+18,163,0.794,1,A05AA02,A03FA01,15318,0.825740649,1.906458583,1.25468735,0.288,0.496489651,72453,1.583286379,2.172138883,1.854485888,1.91E-14,5.14E-14,0,ursodeoxycholic acid / metoclopramide,++ -,NORMAL
A10AD05,A10AB05,0.941576112,0.277930972,3.189876854,1001,0.923,1,A05AA02,A02BC02,15318,0.766795043,1.886513386,1.202734016,0.422,0.632984324,770822,2.295764176,2.514123873,2.402464468,0,0,3,ursodeoxycholic acid / pantoprazole,++ -,NORMAL
A02BD07,A03FA01,0.000447572,3.86E-24,5.18399E+16,516,0.744,1,A05AA02,A06AD11,15318,0.858384713,1.981879882,1.30430648,0.213,0.400990246,412188,1.802267403,2.058845519,1.926289222,4.60E-83,3.80E-82,0,ursodeoxycholic acid / lactulose,++ -,NORMAL
A09AA02,A07EC01,0.000376682,4.24E-24,3.34306E+16,522,0.737,1,A05AA02,A02BC01,15318,0.860727739,1.987288925,1.30786647,0.209,0.394571049,334991,2.137893414,2.448381329,2.287876378,1.73E-126,1.59E-125,0,ursodeoxycholic acid / omeprazole,++ -,NORMAL
A01AC01,A10BA02,0.002194573,4.25E-62,1.13E+56,3,0.929,1,A02BA03,A07AA09,11889,1.403014695,2.946811229,2.03332719,0.000178,0.000817935,1570,2.583037756,9.579453274,4.974343121,1.60E-06,3.11E-06,0,famotidine / vancomycin,++ -,NORMAL
A03BA03,A10BB01,0.010676481,4.69E-32,2.43E+27,12,0.8953,1,A02BA03,A02BA04,11889,1.403685076,2.94822174,2.034299599,0.000176,0.000810294,16040,0.651420924,1.602486034,1.021710787,0.9255,0.94080322,0,famotidine / nizatidine,++ -,NORMAL
A09AA02,A10BB01,0.00158479,2.63E-24,9.53583E+17,177,0.7917,1,A02BA03,A03FA02,11889,1.423417692,2.989703671,2.062909862,0.000131,0.00062557,10497,0.508449218,1.659328015,0.918522744,0.7782,0.814712174,0,famotidine / cisapride,-+ -,NORMAL
A07EC02,A02BC05,0.00501615,5.08E-28,4.95E+22,45,0.8569,1,A02BA03,A10BD03,11889,1.407195761,2.955603149,2.039390159,0.000167,0.000774403,28120,0.542958969,1.172115637,0.797753532,0.2497,0.305474353,0,famotidine / metformin and rosiglitazone,-+ -,NORMAL
A10BB07,A02BC01,0.009446047,6.10E-20,1.46321E+15,35,0.8174,1,A02BA03,A10AB01,11889,1.40689881,2.954979189,2.038959712,0.000168,0.000778289,49415,0.9050531,1.467744038,1.152556416,0.2497,0.305474353,0,famotidine / insulin (human),++ -,NORMAL
A02BB01,A06AD11,0.005237796,1.00E-19,2.74142E+14,37,0.789,1,A02BA03,A10AD05,11889,1.413947763,2.969794241,2.049178841,0.000151,0.000708937,100627,1.830282155,2.359730723,2.078213905,1.54E-29,6.17E-29,0,famotidine / insulin aspart,++ -,NORMAL
A02BC04,A02BC03,0.009661861,6.21E-25,1.50E+20,21,0.8588,1,A02BA03,A10AD01,11889,1.405170437,2.951345997,2.036453816,0.000172,0.000794668,51230,0.887489365,1.434060603,1.128146061,0.3246,0.378849494,0,famotidine / insulin (human),++ -,NORMAL
A01AB09,A04AA01,0.004987343,1.83E-41,1.36E+36,7,0.907,1,A02BA03,A10AE05,11889,1.408707032,2.958776909,2.041580231,0.000163,0.000758643,70496,1.887785571,2.536223248,2.188114634,2.60E-25,9.45E-25,0,famotidine / insulin detemir,++ -,NORMAL
A07EC02,A02BC03,0.001943536,1.03E-28,3.67E+22,44,0.833,1,A02BA03,A10AB05,11889,1.414751904,2.971485003,2.050344865,0.000149,0.000700949,101983,1.81394736,2.337448263,2.059127996,5.95E-29,2.36E-28,0,famotidine / insulin aspart,++ -,NORMAL
A02BA03,A07AA09,0.021242329,5.62E-22,8.02667E+17,27,0.867,1,A02BA03,A07DA03,11889,1.405274361,2.951562215,2.036603719,0.000172,0.000794668,5065,0.1656274,1.588091501,0.512865935,0.2469,0.302497537,0,famotidine / loperamide,-+ -,NORMAL
A10AB06,A02BC03,0.004325586,9.78E-25,1.91E+19,60,0.8305,1,A02BA03,A03CA02,11889,1.409132575,2.959675646,2.042198659,0.000162,0.00075451,45756,0.697996875,1.223014857,0.923937524,0.5803,0.628907539,0,famotidine / clidinium and psycholeptics,-+ -,NORMAL
A01AB04,A02BC03,0.000704812,5.23E-29,9.50E+21,121,0.806,1,A02BA03,A10AE04,11889,1.430620679,3.004844026,2.07335284,0.000117,0.000563541,190759,1.890983206,2.277417441,2.075224839,1.89E-53,1.02E-52,0,famotidine / insulin glargine,++ -,NORMAL
A04AA01,A06AC01,0.001939509,5.47E-20,6.88036E+13,279,0.748,1,A02BA03,A07EC01,11889,1.433246484,3.010377941,2.077164798,0.000113,0.000545419,156322,0.628151713,0.881168886,0.743981012,0.000615,0.001024013,0,famotidine / sulfasalazine,-+ -,NORMAL
A02BA04,A02BD03,6.135949268,2.106901104,17.86978674,240,0.00088,0.061186382,A02BA03,A10AC01,11889,1.199362362,2.672934559,1.790479574,0.00438,0.015643344,458569,1.241391897,1.44207215,1.337974844,2.61E-14,6.96E-14,4,famotidine / insulin (human),++ +,LARGE_INCREASE
A03CA02,A10AC01,0.000760616,5.64E-29,1.03E+22,121,0.808,1,A02BA03,A02BX02,11889,1.417730684,2.977747643,2.054664012,0.000143,0.000675904,16734,1.392428004,2.655663121,1.92297158,7.19E-05,0.000126948,0,famotidine / sucralfate,++ -,NORMAL
A03BA03,A10AE04,0.004111157,8.94E-34,1.89E+28,11,0.8788,1,A02BA03,A01AB04,11889,1.403905658,2.948684347,2.03461904,0.000175,0.000806352,3266,1.426214974,4.937106008,2.65355884,0.002065,0.003324193,0,famotidine / amphotericin B,++ -,NORMAL
A10AB04,A10AD01,0.009653823,1.76E-25,5.30E+20,20,0.8621,1,A02BA03,A07EC02,11889,1.405227835,2.951467708,2.036537399,0.000172,0.000794668,71045,0.921023612,1.384382822,1.129180795,0.2426,0.298984234,0,famotidine / mesalazine,++ -,NORMAL
A10AB05,A07EC02,0.004365316,4.85E-39,3.93E+33,8,0.898,1,A02BA03,A07AA02,11889,1.404514106,2.949963115,2.035501119,0.000174,0.000802586,13145,1.817586266,3.437787862,2.499695182,1.75E-08,3.93E-08,0,famotidine / nystatin,++ -,NORMAL
A10AD05,A02BC04,0.007828615,2.86E-41,2.14E+36,7,0.9145,1,A02BA03,A02BD03,11889,1.403250588,2.947307659,2.033669394,0.000177,0.000814044,6812,0.77151054,2.518644721,1.39397308,0.2711,0.327918766,0,"famotidine / lansoprazole, amoxicillin and metronidazole",++ -,NORMAL
A06AD12,A03FA01,0.814177453,0.192807519,3.438065741,913,0.78,1,A02BA03,A10BA02,11889,1.40580999,3.036608634,2.066130381,0.000221,0.001006046,1658920,1.086504746,1.186957065,1.135620749,1.72E-08,3.87E-08,2,famotidine / metformin,++ -,NORMAL
A07EA02,A07DA03,0.004958013,3.44E-35,7.14E+29,10,0.888,1,A02BA03,A02BC04,11889,1.404408428,2.949741223,2.035347989,0.000174,0.000802586,12177,1.546493509,3.131089118,2.200501988,1.17E-05,2.18E-05,0,famotidine / rabeprazole,++ -,NORMAL
A10AB05,A10AE04,0.796528049,0.188486097,3.366067552,778,0.757,1,A02BA03,A10BB12,11889,1.392799699,3.00841481,2.046978076,0.000266,0.001196757,756692,1.301468077,1.462263299,1.37952492,2.58E-27,9.82E-27,2,famotidine / glimepiride,++ -,NORMAL
A09AA02,A07DA03,0.005817524,2.56E-32,1.32E+27,12,0.881,1,A02BA03,A01AB09,11889,1.404828942,2.950625513,2.035957789,0.000173,0.000798631,19813,1.389805374,2.529774659,1.875071843,3.89E-05,7.00E-05,0,famotidine / miconazole,++ -,NORMAL
A03CA02,A01AB04,0.002480812,3.69E-25,1.67E+19,59,0.815,1,A02BA03,A06AC51,11889,1.411221374,2.96406476,2.045226526,0.000157,0.000733864,47769,1.308134008,1.984306461,1.611129655,7.23E-06,1.38E-05,0,"famotidine / ispaghula, combinations",++ -,NORMAL
A07EC02,A07AA02,0.006885484,1.33E-61,3.56E+56,3,0.9425,1,A02BA03,A02BD02,11889,1.402661273,2.946068608,2.032814882,0.000179,0.000822081,1635,0.510772432,4.921249508,1.585445861,0.4252,0.477178868,0,"famotidine / lansoprazole, tetracycline and metronidazole",++ -,NORMAL
A10AD05,A03FA01,0.016369829,5.98E-41,4.48E+36,7,0.9274,1,A02BA03,A02BD07,11889,1.40289563,2.946561864,2.033154879,0.000178,0.000817935,7760,0.299474835,1.483986892,0.66664588,0.3206,0.376247298,0,"famotidine / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A07EA06,A10AB05,0.002365278,2.64E-27,2.12E+21,49,0.8299,1,A02BA03,A10AD04,11889,1.408414166,2.958162523,2.041156045,0.000164,0.000762629,7701,1.018935617,2.807200436,1.691258853,0.0421,0.059876953,0,famotidine / Insulin lispro ,++ -,NORMAL
A07EA06,A04AA02,4.405919269,0.591543153,32.81607524,107,0.1478,1,A02BA03,A10BB01,11889,1.353754245,2.8822337,1.975306585,0.000414,0.001791557,309487,0.836876594,1.038416347,0.93221582,0.2023,0.25451003,1,famotidine / glibenclamide,-+ +,NORMAL
A02BA03,A02BC05,19.29167357,2.494293836,149.2080298,25,0.004573,0.193038002,A02BA03,A10BB07,11889,1.345442482,2.864508004,1.963168551,0.000467,0.001980331,86470,0.77401447,1.158362247,0.946883911,0.5957,0.644069321,1,famotidine / glipizide,-+ +,NORMAL
A10BD04,A02BC03,0.002746731,9.94E-20,7.58688E+13,104,0.76,1,A02BA03,A02BA02,11889,1.417971893,2.978258272,2.055014968,0.000142,0.000671555,109219,1.253238495,1.676735083,1.449603032,5.75E-07,1.15E-06,0,famotidine / ranitidine,++ -,NORMAL
A08AX01,A03FA01,1.027348264,0.242727902,4.348261759,400,0.971,1,A02BA03,A02BC05,11889,1.367241024,2.953125433,2.009386534,0.000382,0.001670625,524626,2.0380422,2.281892502,2.156523409,1.56E-156,1.52E-155,2,famotidine / esomeprazole,++ +,NORMAL
A10AB04,A02BD03,0.000788576,6.63E-23,9.38639E+15,210,0.75,1,A02BA03,A02BC03,11889,1.4526653,3.051193152,2.105317652,8.42E-05,0.000412805,437068,1.723004061,1.966494911,1.840727769,3.52E-73,2.38E-72,0,famotidine / lansoprazole,++ -,NORMAL
A08AA10,A10AE04,0.000869154,1.36E-21,5.56933E+14,241,0.736,1,A02BA03,A06AC01,11889,1.441182299,3.027052758,2.088668201,1.00E-04,0.000486089,216101,1.511268357,1.835766013,1.665633539,8.50E-25,3.07E-24,0,famotidine / ispaghula (psylla seeds),++ -,NORMAL
A10AC01,A02BC03,0.000788291,2.91E-28,2.14E+21,128,0.803,1,A02BA03,A03FA01,11889,1.42173642,2.986169023,2.060472096,0.000134,0.000638477,72453,1.583174161,2.171985123,1.85435453,1.93E-14,5.19E-14,0,famotidine / metoclopramide,++ -,NORMAL
A06AC51,A02BC02,0.382654134,0.051857856,2.823568088,460,0.3462,1,A02BA03,A02BC02,11889,1.469556735,3.128971843,2.144341774,7.60E-05,0.000374897,770822,2.297613795,2.516050331,2.404352709,0,0,1,famotidine / pantoprazole,++ -,NORMAL
A10BA02,A02BC01,0.00026774,6.87E-23,1.04369E+15,601,0.706,1,A02BA03,A06AD11,11889,1.504109574,3.159343922,2.179908126,3.86E-05,0.000197582,412188,1.803416772,2.060159896,1.927518329,3.21E-83,2.66E-82,0,famotidine / lactulose,++ -,NORMAL
A10AE02,A10AE04,0.000637327,1.92E-25,2.11074E+18,165,0.771,1,A02BA03,A02BC01,11889,1.451395164,3.048512174,2.103472326,8.58E-05,0.000420221,334991,2.136479622,2.446763301,2.286363911,2.74E-126,2.51E-125,0,famotidine / omeprazole,++ -,NORMAL
A02BD02,A10BB01,0.979614761,1.42E-267,6.77E+266,8,1,1,A01AC01,A02BA04,905,3.31E-29,4.98E+21,0.000406164,0.791,0.896892657,16040,0.650838143,1.601092272,1.020809444,0.929,0.942889371,0,triamcinolone / nizatidine,-+ -,NORMAL
A10BD03,A03FA01,1.107789847,0,Inf,3,1,1,A01AC01,A03FA02,905,3.89E-29,4.24E+21,0.000406137,0.79,0.896892657,10497,0.499692266,1.630732069,0.90269829,0.734,0.775678524,0,triamcinolone / cisapride,-- +,NORMAL
A10AE05,A02BC04,0.868733781,0,Inf,4,1,1,A01AC01,A10AB01,905,3.77E-29,4.38E+21,0.000406303,0.791,0.896892657,49415,0.903907877,1.465893468,1.151100627,0.254,0.30997599,0,triamcinolone / insulin (human),-+ -,NORMAL
A10AE01,A10BB12,1.957658253,2.27E-239,1.69E+239,10,0.998,1,A01AC01,A07DA03,905,3.11E-29,5.31E+21,0.000406109,0.791,0.896892657,5065,0.16468167,1.584458905,0.510814387,0.245,0.300660969,0,triamcinolone / loperamide,-- +,NORMAL
A08AX01,A02BC05,1.083532977,3.16E-125,3.71E+124,38,1,1,A01AC01,A03CA02,905,1.23E-29,1.34E+22,0.000406088,0.794,0.896892657,45756,0.697218519,1.221650057,0.922906844,0.575,0.624833952,0,triamcinolone / clidinium and psycholeptics,-- +,NORMAL
A01AB09,A02BC02,1.347276932,5.49E-203,3.30E+202,14,0.999,1,A01AC01,A07EC01,905,2.72E-29,6.03E+21,0.000405371,0.7917,0.896892657,156322,0.626680407,0.879103757,0.7422379,0.000556,0.000928623,0,triamcinolone / sulfasalazine,-- +,NORMAL
A07EC01,A04AA01,0.743911597,7.87E-185,7.03E+183,17,0.999,1,A01AC01,A10AC01,905,2.49E-29,6.72E+21,0.000409235,0.792,0.896892657,458569,1.247466669,1.448532992,1.344245746,8.49E-15,2.33E-14,0,triamcinolone / insulin (human),-+ -,NORMAL
A03CA02,A10AE04,0.523656815,1.54E-190,1.78E+189,16,0.998,1,A01AC01,A02BX02,905,2.56E-29,6.46E+21,0.000406453,0.792,0.896892657,16734,1.382783629,2.637255772,1.909647639,8.58E-05,0.000150482,0,triamcinolone / sucralfate,-+ -,NORMAL
A03CA05,A02BX02,0.373720292,1.12E-122,1.24E+121,40,0.9945,1,A01AC01,A01AB04,905,1.15E-29,1.44E+22,0.000406262,0.7947,0.896892657,3266,1.438155734,4.978525359,2.675797973,0.00189,0.003046709,0,triamcinolone / amphotericin B,-+ -,NORMAL
A04AA02,A04AA01,0.886272889,1.01E-228,7.77E+227,11,1,1,A01AC01,A07EC02,905,3.01E-29,5.49E+21,0.000406335,0.791,0.896892657,71045,0.920319947,1.383331402,1.128320647,0.246,0.301470354,0,triamcinolone / mesalazine,-+ -,NORMAL
A03FA02,A03CA02,0.399660147,6.04E-143,2.65E+141,29,0.996,1,A01AC01,A07AA02,905,1.67E-29,9.92E+21,0.000406541,0.793,0.896892657,13145,1.819352838,3.441132371,2.502125885,1.69E-08,3.81E-08,0,triamcinolone / nystatin,-+ -,NORMAL
A08AB01,A10AE04,0.880789937,5.87E-102,1.32E+101,59,0.999,1,A01AC01,A10BA02,905,6.02E-30,2.80E+22,0.000410536,0.797,0.896892657,1658920,1.086262423,1.186644293,1.135344488,1.81E-08,4.05E-08,0,triamcinolone / metformin,-+ -,NORMAL
A10AD01,A02BD07,0.45499206,0,Inf,3,0.999,1,A01AC01,A02BC04,905,3.89E-29,4.24E+21,0.000406441,0.791,0.896892657,12177,1.544623847,3.127300606,2.197840552,1.21E-05,2.25E-05,0,triamcinolone / rabeprazole,-+ -,NORMAL
A10AD05,A07EC02,0.724840485,2.21E-140,2.38E+139,30,0.998,1,A01AC01,A10BB12,905,1.63E-29,1.04E+22,0.000411758,0.794,0.896892657,756692,1.301614086,1.462287865,1.379613889,2.29E-27,8.77E-27,0,triamcinolone / glimepiride,-+ -,NORMAL
A07EC03,A07EA02,0.533002081,8.45E-129,3.36E+127,36,0.997,1,A01AC01,A01AB09,905,1.32E-29,1.25E+22,0.000406495,0.794,0.896892657,19813,1.390615641,2.531250236,1.876165283,3.82E-05,6.88E-05,0,triamcinolone / miconazole,-+ -,NORMAL
A10BD03,A07EC02,0.621704308,7.09E-229,5.45E+227,11,0.999,1,A01AC01,A06AC51,905,3.01E-29,5.49E+21,0.000406724,0.791,0.896892657,47769,1.305984874,1.981043903,1.608481697,7.77E-06,1.47E-05,0,"triamcinolone / ispaghula, combinations",-+ -,NORMAL
A02BD02,A02BC05,1.070487517,1.31E-210,8.74E+209,13,1,1,A01AC01,A10BB01,905,2.82E-29,5.84E+21,0.000405759,0.792,0.896892657,309487,0.838745033,1.040415526,0.934153817,0.215,0.268566426,0,triamcinolone / glibenclamide,-- +,NORMAL
A10AB05,A04AA01,0.690774886,1.06E-147,4.48E+146,27,0.998,1,A01AC01,A02BA02,905,1.78E-29,9.29E+21,0.00040711,0.793,0.896892657,109219,1.251550604,1.674474377,1.447649619,6.32E-07,1.26E-06,0,triamcinolone / ranitidine,-+ -,NORMAL
A07DA03,A06AC51,0.463554906,5.94E-94,3.62E+92,71,0.994,1,A01AC01,A02BC05,905,4.00E-30,4.36E+22,0.000417984,0.799,0.897402606,524626,2.038809782,2.282553298,2.157241755,6.60E-157,6.52E-156,0,triamcinolone / esomeprazole,-+ -,NORMAL
A01AB04,A07AA02,0.543842095,1.64E-122,1.81E+121,40,0.997,1,A01AC01,A02BC03,905,1.17E-29,1.46E+22,0.000413301,0.795,0.896892657,437068,1.721173231,1.964399329,1.838769028,6.20E-73,4.14E-72,0,triamcinolone / lansoprazole,-+ -,NORMAL
A07EA06,A03FA01,0.601357915,9.08E-143,3.98E+141,29,0.998,1,A01AC01,A06AC01,905,1.68E-29,9.97E+21,0.000408949,0.794,0.896892657,216101,1.508792671,1.832754824,1.662903198,1.20E-24,4.29E-24,0,triamcinolone / ispaghula (psylla seeds),-+ -,NORMAL
A02BC05,A02BC01,0.540403031,1.06E-159,2.75E+158,23,0.997,1,A01AC01,A03FA01,905,2.04E-29,8.14E+21,0.000407358,0.793,0.896892657,72453,1.57985966,2.167434279,1.850470746,2.36E-14,6.31E-14,0,triamcinolone / metoclopramide,-+ -,NORMAL
A07EA02,A02BD07,0.416201183,1.33E-88,1.30E+87,81,0.993,1,A01AC01,A02BC02,905,2.85E-30,6.41E+22,0.000427216,0.801,0.897551767,770822,2.29604768,2.514273259,2.402684183,0,0,0,triamcinolone / pantoprazole,-+ -,NORMAL
A04AA02,A02BC03,0.519867277,2.02E-118,1.33E+117,43,0.996,1,A01AC01,A06AD11,905,1.06E-29,1.62E+22,0.000413575,0.796,0.896892657,412188,1.799723538,2.055934337,1.923567888,1.02E-82,8.16E-82,0,triamcinolone / lactulose,-+ -,NORMAL
A02BA04,A02BC01,0.437840541,1.27E-130,1.51E+129,35,0.996,1,A01AC01,A02BC01,905,1.39E-29,1.24E+22,0.000414535,0.795,0.896892657,334991,2.134214552,2.444161958,2.283936518,5.64E-126,5.10E-125,0,triamcinolone / omeprazole,-+ -,NORMAL
A05AA02,A07EC02,0.002056159,3.98E-62,1.06E+56,3,0.929,1,A04AA02,A07AA09,1991,0.902220543,5.220216293,2.170204225,0.0836,0.19134513,1570,2.581804992,9.574879231,4.971968523,1.61E-06,3.13E-06,0,granisetron / vancomycin,++ -,NORMAL
